ID,NPC Name,NPC Code,Is Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F001,7785,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.965702,0.266139,-0.63702,-1,0,1,0,0,0,0,0,0,0,-1.746053,1.846669,1.166639,0,-1,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.1,0,1,1,0,1,0,0,0,0.005786,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.309804,0.137255,0.058824,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,ponytail,nobeard,nomustache,0.023529,0.023529,0.023529,1,1,1,NewRow_5,NewRow_36,NewRow_69,3,4,T_Skin_02,T_Eyebrows_03,1,1,,end
3,F002,8454,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.965702,0.266139,-0.63702,-1,0,0,1,0,0,0,0,0,0,-1.746053,1.846669,1.166639,0,-1,1,0,0,0,0,0,0,0,0,-5,-0.685153,1.590164,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.84494,0,0,0,0,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-6,-0.057809,0.1,0,1,1,0,0.84494,0,0,0.07753,0.005786,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.309804,0.137255,0.058824,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,long,nobeard,nomustache,0.023529,0.023529,0.023529,1,1.013119,0.979809,NewRow_6,NewRow_42,NewRow_73,3,4,T_Skin_02,T_Eyebrows_03,1.00651675335636,0.989801541461828,,end
4,F003,3001,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.965702,0.266139,-0.63702,-1,0,0,1,0,0,0,0,0,0,-1.746053,1.846669,1.166639,0,-1,1,0,0,0,0,0,0,0,0,-5,-0.685153,1.590164,0,1.590164,-4.620824,-1.054114,-2.284013,-1.10322,0,1,0,0,0,0,0,0,0,0,0,0,0,0.84494,0,0,0,0,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-6,-0.057809,0.1,0,1,1,0,0.84494,0,0,0.07753,0.005786,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.309804,0.137255,0.058824,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,wavy,nobeard,nomustache,0.065254,0.018758,0.018758,1,0.979809,1.031055,NewRow_1,NewRow_49,NewRow_66,3,4,T_Skin_02,T_Eyebrows_03,0.989801541461828,1.01529008323261,,end
5,F004,4660,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.965702,0.266139,-0.63702,-1,0,0,1,0,0,0,0,0,0,-1.746053,1.846669,2.205118,0,-1,1,0,0,0,0,0,0,0,0,-5,-0.685153,1.590164,0,1.590164,-2.222509,-1.054114,-1.607565,-0.211537,0,1,0,0,0,0,0,0,0,0,0,0,0.392692,0.768071,0,0,0,0.392692,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-6,-0.057809,0.1,0,1,1,0,0.768071,0.392692,0,0.115964,0.005786,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.092563,0.487496,0.115317,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,ponytailbraid,nobeard,nomustache,0.065254,0.018758,0.018758,1,1.048991,0.979809,NewRow_26,NewRow_51,NewRow_62,3,4,T_Skin_02,T_Eyebrows_03,1.02390981707582,0.989801541461828,,end
6,F005,9397,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.852232,0.266139,-0.63702,-1,0,0,1,0,0,0,0,0,0,-1.746053,0.913725,1.590174,0,-1,1,0,0,0,0,0,0,0,0,-5,-0.685153,1.590164,0,1.590164,-2.222509,-1.054114,-1.607565,-0.211537,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0.118527,-6,-0.057809,0.1,0,1,1,0,1,0,0,0,0.005786,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.092563,0.487496,0.115317,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,bob,nobeard,nomustache,0.036073,0.014963,0.028508,1,@,@,NewRow_24,NewRow_49,NewRow_67,3,4,T_Skin_02,T_Eyebrows_03,0.973865377294309,0.979233005888294,,end
7,F006,9887,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.852232,0.266139,-0.63702,-1,0,0,1,0,0,0,0,0,0,-1.746053,0.913725,1.590174,0,-1,1,0,0,0,0,0,0,0,0,-5,-0.685153,1.590164,0,1.590164,-2.222509,-1.054114,-1.607565,-0.211537,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0.118527,-6,-0.057809,0.1,0,1,1,0,1,0,0,0,0.005786,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.092563,0.487496,0.115317,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,pixie,nobeard,nomustache,0.03342,0,0,1,@,@,NewRow_27,NewRow_48,NewRow_67,3,4,T_Skin_02,T_Eyebrows_03,1.00777999704318,0.979233005888294,,end
8,F007,8318,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.852232,0.266139,-0.63702,-1,0,0,1,0,0,0,0,0,0,-1.746053,0.913725,1.590174,0,-1,1,0,0,0,0,0,0,0,0,-5,-0.685153,1.590164,0,1.590164,-2.222509,-1.054114,-1.607565,-0.211537,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0.118527,-6,-0.057809,0.1,0,1,1,0,1,0,0,0,0.005786,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.092563,0.487496,0.115317,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,ponytailbun,nobeard,nomustache,0.03342,0,0,1,@,@,NewRow_28,NewRow_44,NewRow_72,3,4,T_Skin_02,T_Eyebrows_03,0.985864471942166,0.956023535405418,,end
9,F008,9024,true,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.62364,0.266139,-0.63702,-1,0,0,0,0,1,0,0,0,0,-1.746053,0.913725,1.590174,0,-1,0,0,0,1,0,0,0,0,0,-5,-0.685153,1.590164,0,1.282687,-2.038039,-1.054114,-1.484589,0.372655,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.005786,0,0,0,0,0,1,1,1,0,0,0,0,0,0.246641,-6,-0.057809,0.1,0,1,1,0,0,1,0,0.5,0.005786,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.156891,0.077481,0.408065,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,ponytailbun,nobeard,nomustache,0.03342,0,0,1,@,@,NewRow_28,NewRow_44,NewRow_72,3,4,T_Skin_02,T_Eyebrows_03,0.985864471942166,0.956023535405418,,end
10,F009,7276,true,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.62364,0.266139,-0.63702,-1,0,0,0,0,0,1,0,0,0,-1.746053,0.913725,2.635592,0,-1,0,0,0,1,0,0,0,0,0,-5,-0.685153,1.590164,0,0.667751,-1.730553,-1.054114,-1.484589,0.18818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992267,0,0,0,0,0,1,1,1,0,0,0,0,0,0.246641,-6,-0.057809,0.1,0,1,1,0,0,0,0,0.5,0.992267,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.36968,0.182568,0.96152,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,ponytailbun,nobeard,nomustache,0.235035,0.187899,0.187899,1,@,@,NewRow_31,NewRow_43,NewRow_80,3,4,T_Skin_02,T_Eyebrows_03,0.979233005888294,0.964334797418708,,end
11,F010,3752,true,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.62364,0.266139,-0.63702,-1,0,0,0,0,0,1,0,0,0,-1.746053,0.913725,2.635592,0,-1,0,0,0,0,1,0,0,0,0,-5,-0.685153,1.590164,0,-0.316173,-2.960451,-1.054114,-1.484589,0.18818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710415,0,0,0,0,0,1,1,1,0,0,0,0,0,0.113402,-6,-0.057809,0.1,0,1,1,0,0,0,0,0.5,0.710415,0.37988,0.173276,0.173276,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.4,0.078431,0.078431,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.052466,0.025911,0.136463,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,0.01,0.01,0.01,1,ponytailbun,nobeard,nomustache,0.160756,0.128517,0.128517,1,@,@,NewRow_31,NewRow_43,NewRow_80,3,4,T_Skin_02,T_Eyebrows_03,0.979233005888294,0.964334797418708,,end
